# FONLL heavy quark hadroproduction cross section, calculated on Tue Dec 28 18:00:00 CET 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.
# ptmax = 150.
# ymin  = -0.5
# ymax  = 0.5
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=dot5dot5 fr=22 fr=21 fr=12 fr=1dot5 fr=dot51
35.2117 1.9660e+04 1.6464e+04 2.3550e+04 1.6672e+04 2.3382e+04 1.9224e+04 2.0093e+04 1.8613e+04 2.0706e+04 2.1756e+04 1.8105e+04 2.1054e+04 1.6672e+04 2.3382e+04 1.7826e+04
35.2618 1.9537e+04 1.6363e+04 2.3400e+04 1.6570e+04 2.3232e+04 1.9105e+04 1.9967e+04 1.8498e+04 2.0577e+04 2.1619e+04 1.7992e+04 2.0921e+04 1.6570e+04 2.3232e+04 1.7717e+04
35.3118 1.9416e+04 1.6263e+04 2.3250e+04 1.6468e+04 2.3084e+04 1.8987e+04 1.9842e+04 1.8382e+04 2.0449e+04 2.1484e+04 1.7880e+04 2.0789e+04 1.6468e+04 2.3084e+04 1.7609e+04
35.3618 1.9295e+04 1.6164e+04 2.3102e+04 1.6368e+04 2.2937e+04 1.8870e+04 1.9718e+04 1.8268e+04 2.0322e+04 2.1349e+04 1.7770e+04 2.0658e+04 1.6368e+04 2.2937e+04 1.7502e+04
35.4118 1.9175e+04 1.6066e+04 2.2955e+04 1.6268e+04 2.2791e+04 1.8754e+04 1.9594e+04 1.8155e+04 2.0196e+04 2.1216e+04 1.7659e+04 2.0528e+04 1.6268e+04 2.2791e+04 1.7396e+04
35.4618 1.9056e+04 1.5968e+04 2.2809e+04 1.6169e+04 2.2646e+04 1.8638e+04 1.9472e+04 1.8043e+04 2.0070e+04 2.1083e+04 1.7550e+04 2.0398e+04 1.6169e+04 2.2646e+04 1.7291e+04
35.5118 1.8938e+04 1.5871e+04 2.2664e+04 1.6071e+04 2.2502e+04 1.8523e+04 1.9350e+04 1.7931e+04 1.9946e+04 2.0952e+04 1.7442e+04 2.0270e+04 1.6071e+04 2.2502e+04 1.7186e+04
35.5619 1.8821e+04 1.5775e+04 2.2520e+04 1.5973e+04 2.2359e+04 1.8409e+04 1.9230e+04 1.7820e+04 1.9822e+04 2.0821e+04 1.7334e+04 2.0143e+04 1.5973e+04 2.2359e+04 1.7082e+04
35.6119 1.8705e+04 1.5679e+04 2.2378e+04 1.5876e+04 2.2217e+04 1.8296e+04 1.9110e+04 1.7710e+04 1.9699e+04 2.0692e+04 1.7227e+04 2.0017e+04 1.5876e+04 2.2217e+04 1.6979e+04
35.6619 1.8589e+04 1.5584e+04 2.2236e+04 1.5780e+04 2.2076e+04 1.8184e+04 1.8992e+04 1.7601e+04 1.9577e+04 2.0563e+04 1.7121e+04 1.9891e+04 1.5780e+04 2.2076e+04 1.6877e+04
35.7119 1.8474e+04 1.5490e+04 2.2095e+04 1.5685e+04 2.1937e+04 1.8072e+04 1.8874e+04 1.7492e+04 1.9456e+04 2.0436e+04 1.7016e+04 1.9767e+04 1.5685e+04 2.1937e+04 1.6775e+04
35.7619 1.8361e+04 1.5396e+04 2.1956e+04 1.5590e+04 2.1798e+04 1.7962e+04 1.8757e+04 1.7385e+04 1.9336e+04 2.0309e+04 1.6911e+04 1.9643e+04 1.5590e+04 2.1798e+04 1.6674e+04
35.8119 1.8248e+04 1.5303e+04 2.1817e+04 1.5496e+04 2.1660e+04 1.7852e+04 1.8640e+04 1.7278e+04 1.9217e+04 2.0183e+04 1.6807e+04 1.9521e+04 1.5496e+04 2.1660e+04 1.6574e+04
35.8620 1.8135e+04 1.5211e+04 2.1680e+04 1.5402e+04 2.1524e+04 1.7743e+04 1.8525e+04 1.7172e+04 1.9099e+04 2.0058e+04 1.6704e+04 1.9399e+04 1.5402e+04 2.1524e+04 1.6474e+04
35.9120 1.8024e+04 1.5119e+04 2.1543e+04 1.5309e+04 2.1388e+04 1.7634e+04 1.8411e+04 1.7066e+04 1.8982e+04 1.9934e+04 1.6602e+04 1.9278e+04 1.5309e+04 2.1388e+04 1.6375e+04
35.9620 1.7914e+04 1.5028e+04 2.1408e+04 1.5217e+04 2.1254e+04 1.7527e+04 1.8297e+04 1.6962e+04 1.8865e+04 1.9811e+04 1.6500e+04 1.9158e+04 1.5217e+04 2.1254e+04 1.6277e+04
36.0120 1.7804e+04 1.4938e+04 2.1273e+04 1.5126e+04 2.1120e+04 1.7420e+04 1.8184e+04 1.6858e+04 1.8749e+04 1.9689e+04 1.6399e+04 1.9039e+04 1.5126e+04 2.1120e+04 1.6179e+04
36.0620 1.7695e+04 1.4848e+04 2.1140e+04 1.5035e+04 2.0988e+04 1.7314e+04 1.8072e+04 1.6755e+04 1.8634e+04 1.9567e+04 1.6299e+04 1.8921e+04 1.5035e+04 2.0988e+04 1.6083e+04
36.1120 1.7586e+04 1.4759e+04 2.1007e+04 1.4944e+04 2.0856e+04 1.7209e+04 1.7961e+04 1.6653e+04 1.8520e+04 1.9447e+04 1.6199e+04 1.8804e+04 1.4944e+04 2.0856e+04 1.5986e+04
36.1621 1.7479e+04 1.4671e+04 2.0876e+04 1.4855e+04 2.0725e+04 1.7105e+04 1.7851e+04 1.6551e+04 1.8407e+04 1.9327e+04 1.6101e+04 1.8687e+04 1.4855e+04 2.0725e+04 1.5891e+04
36.2121 1.7372e+04 1.4583e+04 2.0745e+04 1.4766e+04 2.0596e+04 1.7001e+04 1.7741e+04 1.6450e+04 1.8294e+04 1.9209e+04 1.6003e+04 1.8572e+04 1.4766e+04 2.0596e+04 1.5796e+04
36.2621 1.7266e+04 1.4496e+04 2.0615e+04 1.4678e+04 2.0467e+04 1.6898e+04 1.7632e+04 1.6350e+04 1.8183e+04 1.9091e+04 1.5905e+04 1.8457e+04 1.4678e+04 2.0467e+04 1.5702e+04
36.3121 1.7161e+04 1.4409e+04 2.0487e+04 1.4590e+04 2.0339e+04 1.6796e+04 1.7524e+04 1.6251e+04 1.8072e+04 1.8974e+04 1.5809e+04 1.8343e+04 1.4590e+04 2.0339e+04 1.5609e+04
36.3621 1.7057e+04 1.4323e+04 2.0359e+04 1.4503e+04 2.0212e+04 1.6694e+04 1.7417e+04 1.6152e+04 1.7962e+04 1.8858e+04 1.5713e+04 1.8230e+04 1.4503e+04 2.0212e+04 1.5516e+04
36.4121 1.6953e+04 1.4238e+04 2.0232e+04 1.4416e+04 2.0086e+04 1.6593e+04 1.7310e+04 1.6054e+04 1.7853e+04 1.8742e+04 1.5618e+04 1.8118e+04 1.4416e+04 2.0086e+04 1.5424e+04
36.4622 1.6850e+04 1.4153e+04 2.0106e+04 1.4330e+04 1.9961e+04 1.6493e+04 1.7205e+04 1.5957e+04 1.7744e+04 1.8628e+04 1.5523e+04 1.8006e+04 1.4330e+04 1.9961e+04 1.5332e+04
36.5122 1.6748e+04 1.4069e+04 1.9982e+04 1.4245e+04 1.9837e+04 1.6394e+04 1.7100e+04 1.5860e+04 1.7637e+04 1.8514e+04 1.5429e+04 1.7895e+04 1.4245e+04 1.9837e+04 1.5241e+04
36.5622 1.6647e+04 1.3985e+04 1.9858e+04 1.4160e+04 1.9714e+04 1.6295e+04 1.6996e+04 1.5764e+04 1.7530e+04 1.8401e+04 1.5336e+04 1.7786e+04 1.4160e+04 1.9714e+04 1.5151e+04
36.6122 1.6546e+04 1.3902e+04 1.9734e+04 1.4076e+04 1.9592e+04 1.6197e+04 1.6892e+04 1.5669e+04 1.7424e+04 1.8289e+04 1.5243e+04 1.7676e+04 1.4076e+04 1.9592e+04 1.5061e+04
36.6622 1.6446e+04 1.3819e+04 1.9612e+04 1.3993e+04 1.9470e+04 1.6100e+04 1.6790e+04 1.5574e+04 1.7318e+04 1.8178e+04 1.5151e+04 1.7568e+04 1.3993e+04 1.9470e+04 1.4972e+04
36.7122 1.6347e+04 1.3738e+04 1.9491e+04 1.3910e+04 1.9350e+04 1.6003e+04 1.6688e+04 1.5480e+04 1.7213e+04 1.8068e+04 1.5060e+04 1.7461e+04 1.3910e+04 1.9350e+04 1.4884e+04
36.7623 1.6248e+04 1.3656e+04 1.9370e+04 1.3827e+04 1.9230e+04 1.5907e+04 1.6586e+04 1.5387e+04 1.7110e+04 1.7958e+04 1.4969e+04 1.7354e+04 1.3827e+04 1.9230e+04 1.4796e+04
36.8123 1.6150e+04 1.3576e+04 1.9251e+04 1.3746e+04 1.9111e+04 1.5812e+04 1.6486e+04 1.5294e+04 1.7006e+04 1.7849e+04 1.4879e+04 1.7248e+04 1.3746e+04 1.9111e+04 1.4709e+04
36.8623 1.6053e+04 1.3495e+04 1.9132e+04 1.3664e+04 1.8994e+04 1.5718e+04 1.6386e+04 1.5203e+04 1.6904e+04 1.7741e+04 1.4790e+04 1.7143e+04 1.3664e+04 1.8994e+04 1.4622e+04
36.9123 1.5957e+04 1.3416e+04 1.9014e+04 1.3584e+04 1.8876e+04 1.5624e+04 1.6287e+04 1.5111e+04 1.6802e+04 1.7634e+04 1.4701e+04 1.7038e+04 1.3584e+04 1.8876e+04 1.4536e+04
36.9623 1.5861e+04 1.3337e+04 1.8897e+04 1.3504e+04 1.8760e+04 1.5530e+04 1.6189e+04 1.5021e+04 1.6701e+04 1.7527e+04 1.4613e+04 1.6934e+04 1.3504e+04 1.8760e+04 1.4451e+04
37.0123 1.5766e+04 1.3258e+04 1.8781e+04 1.3424e+04 1.8645e+04 1.5438e+04 1.6091e+04 1.4931e+04 1.6601e+04 1.7421e+04 1.4526e+04 1.6832e+04 1.3424e+04 1.8645e+04 1.4366e+04
37.0624 1.5671e+04 1.3180e+04 1.8666e+04 1.3345e+04 1.8530e+04 1.5346e+04 1.5994e+04 1.4841e+04 1.6501e+04 1.7316e+04 1.4439e+04 1.6729e+04 1.3345e+04 1.8530e+04 1.4282e+04
37.1124 1.5578e+04 1.3103e+04 1.8551e+04 1.3267e+04 1.8417e+04 1.5255e+04 1.5898e+04 1.4753e+04 1.6402e+04 1.7212e+04 1.4353e+04 1.6628e+04 1.3267e+04 1.8417e+04 1.4198e+04
37.1624 1.5484e+04 1.3026e+04 1.8438e+04 1.3189e+04 1.8304e+04 1.5164e+04 1.5802e+04 1.4664e+04 1.6304e+04 1.7108e+04 1.4267e+04 1.6527e+04 1.3189e+04 1.8304e+04 1.4115e+04
37.2124 1.5392e+04 1.2949e+04 1.8325e+04 1.3111e+04 1.8192e+04 1.5074e+04 1.5707e+04 1.4577e+04 1.6207e+04 1.7005e+04 1.4182e+04 1.6427e+04 1.3111e+04 1.8192e+04 1.4033e+04
37.2624 1.5300e+04 1.2874e+04 1.8213e+04 1.3035e+04 1.8080e+04 1.4984e+04 1.5613e+04 1.4490e+04 1.6110e+04 1.6903e+04 1.4098e+04 1.6328e+04 1.3035e+04 1.8080e+04 1.3951e+04
37.3124 1.5209e+04 1.2798e+04 1.8102e+04 1.2958e+04 1.7970e+04 1.4896e+04 1.5519e+04 1.4404e+04 1.6014e+04 1.6802e+04 1.4014e+04 1.6229e+04 1.2958e+04 1.7970e+04 1.3870e+04
37.3625 1.5118e+04 1.2723e+04 1.7991e+04 1.2882e+04 1.7860e+04 1.4808e+04 1.5426e+04 1.4318e+04 1.5918e+04 1.6701e+04 1.3930e+04 1.6131e+04 1.2882e+04 1.7860e+04 1.3789e+04
37.4125 1.5028e+04 1.2649e+04 1.7882e+04 1.2807e+04 1.7752e+04 1.4720e+04 1.5334e+04 1.4233e+04 1.5824e+04 1.6601e+04 1.3848e+04 1.6034e+04 1.2807e+04 1.7752e+04 1.3709e+04
37.4625 1.4939e+04 1.2575e+04 1.7773e+04 1.2733e+04 1.7644e+04 1.4633e+04 1.5242e+04 1.4149e+04 1.5729e+04 1.6502e+04 1.3766e+04 1.5937e+04 1.2733e+04 1.7644e+04 1.3629e+04
37.5125 1.4850e+04 1.2502e+04 1.7665e+04 1.2658e+04 1.7536e+04 1.4547e+04 1.5151e+04 1.4065e+04 1.5636e+04 1.6403e+04 1.3684e+04 1.5842e+04 1.2658e+04 1.7536e+04 1.3550e+04
37.5625 1.4762e+04 1.2429e+04 1.7558e+04 1.2585e+04 1.7430e+04 1.4461e+04 1.5061e+04 1.3981e+04 1.5543e+04 1.6305e+04 1.3603e+04 1.5746e+04 1.2585e+04 1.7430e+04 1.3471e+04
37.6125 1.4675e+04 1.2357e+04 1.7451e+04 1.2511e+04 1.7324e+04 1.4376e+04 1.4971e+04 1.3899e+04 1.5451e+04 1.6208e+04 1.3523e+04 1.5652e+04 1.2511e+04 1.7324e+04 1.3393e+04
37.6626 1.4588e+04 1.2285e+04 1.7345e+04 1.2439e+04 1.7219e+04 1.4291e+04 1.4882e+04 1.3816e+04 1.5360e+04 1.6112e+04 1.3443e+04 1.5558e+04 1.2439e+04 1.7219e+04 1.3316e+04
37.7126 1.4502e+04 1.2214e+04 1.7240e+04 1.2366e+04 1.7114e+04 1.4207e+04 1.4794e+04 1.3735e+04 1.5269e+04 1.6016e+04 1.3364e+04 1.5465e+04 1.2366e+04 1.7114e+04 1.3238e+04
37.7626 1.4416e+04 1.2143e+04 1.7136e+04 1.2295e+04 1.7011e+04 1.4124e+04 1.4706e+04 1.3654e+04 1.5178e+04 1.5921e+04 1.3285e+04 1.5372e+04 1.2295e+04 1.7011e+04 1.3162e+04
37.8126 1.4331e+04 1.2073e+04 1.7032e+04 1.2224e+04 1.6908e+04 1.4041e+04 1.4618e+04 1.3574e+04 1.5089e+04 1.5826e+04 1.3207e+04 1.5280e+04 1.2224e+04 1.6908e+04 1.3086e+04
37.8626 1.4247e+04 1.2003e+04 1.6930e+04 1.2153e+04 1.6806e+04 1.3959e+04 1.4532e+04 1.3494e+04 1.5000e+04 1.5732e+04 1.3129e+04 1.5189e+04 1.2153e+04 1.6806e+04 1.3011e+04
37.9126 1.4163e+04 1.1934e+04 1.6828e+04 1.2082e+04 1.6705e+04 1.3877e+04 1.4446e+04 1.3414e+04 1.4911e+04 1.5639e+04 1.3052e+04 1.5099e+04 1.2082e+04 1.6705e+04 1.2936e+04
37.9627 1.4080e+04 1.1865e+04 1.6726e+04 1.2013e+04 1.6604e+04 1.3796e+04 1.4360e+04 1.3336e+04 1.4824e+04 1.5546e+04 1.2975e+04 1.5009e+04 1.2013e+04 1.6604e+04 1.2861e+04
38.0127 1.3997e+04 1.1796e+04 1.6626e+04 1.1943e+04 1.6504e+04 1.3716e+04 1.4276e+04 1.3257e+04 1.4736e+04 1.5455e+04 1.2899e+04 1.4919e+04 1.1943e+04 1.6504e+04 1.2787e+04
38.0627 1.3915e+04 1.1728e+04 1.6526e+04 1.1874e+04 1.6405e+04 1.3636e+04 1.4191e+04 1.3180e+04 1.4650e+04 1.5363e+04 1.2824e+04 1.4831e+04 1.1874e+04 1.6405e+04 1.2714e+04
38.1127 1.3833e+04 1.1661e+04 1.6427e+04 1.1806e+04 1.6306e+04 1.3556e+04 1.4108e+04 1.3102e+04 1.4564e+04 1.5273e+04 1.2749e+04 1.4742e+04 1.1806e+04 1.6306e+04 1.2641e+04
38.1627 1.3752e+04 1.1594e+04 1.6328e+04 1.1738e+04 1.6209e+04 1.3477e+04 1.4025e+04 1.3026e+04 1.4478e+04 1.5183e+04 1.2674e+04 1.4655e+04 1.1738e+04 1.6209e+04 1.2568e+04
38.2127 1.3672e+04 1.1527e+04 1.6230e+04 1.1671e+04 1.6111e+04 1.3399e+04 1.3942e+04 1.2950e+04 1.4394e+04 1.5093e+04 1.2600e+04 1.4568e+04 1.1671e+04 1.6111e+04 1.2496e+04
38.2628 1.3592e+04 1.1461e+04 1.6133e+04 1.1604e+04 1.6015e+04 1.3321e+04 1.3860e+04 1.2874e+04 1.4310e+04 1.5004e+04 1.2527e+04 1.4482e+04 1.1604e+04 1.6015e+04 1.2425e+04
38.3128 1.3512e+04 1.1395e+04 1.6037e+04 1.1537e+04 1.5919e+04 1.3244e+04 1.3779e+04 1.2799e+04 1.4226e+04 1.4916e+04 1.2454e+04 1.4396e+04 1.1537e+04 1.5919e+04 1.2354e+04
38.3628 1.3434e+04 1.1330e+04 1.5941e+04 1.1471e+04 1.5824e+04 1.3167e+04 1.3698e+04 1.2724e+04 1.4143e+04 1.4829e+04 1.2381e+04 1.4311e+04 1.1471e+04 1.5824e+04 1.2283e+04
38.4128 1.3355e+04 1.1265e+04 1.5846e+04 1.1406e+04 1.5730e+04 1.3090e+04 1.3618e+04 1.2650e+04 1.4060e+04 1.4742e+04 1.2309e+04 1.4227e+04 1.1406e+04 1.5730e+04 1.2213e+04
38.4628 1.3278e+04 1.1201e+04 1.5752e+04 1.1340e+04 1.5636e+04 1.3015e+04 1.3538e+04 1.2577e+04 1.3978e+04 1.4656e+04 1.2238e+04 1.4143e+04 1.1340e+04 1.5636e+04 1.2144e+04
38.5128 1.3200e+04 1.1137e+04 1.5658e+04 1.1276e+04 1.5543e+04 1.2940e+04 1.3459e+04 1.2504e+04 1.3897e+04 1.4570e+04 1.2167e+04 1.4060e+04 1.1276e+04 1.5543e+04 1.2075e+04
38.5629 1.3124e+04 1.1073e+04 1.5565e+04 1.1211e+04 1.5450e+04 1.2865e+04 1.3380e+04 1.2431e+04 1.3816e+04 1.4485e+04 1.2096e+04 1.3977e+04 1.1211e+04 1.5450e+04 1.2006e+04
38.6129 1.3048e+04 1.1010e+04 1.5472e+04 1.1147e+04 1.5359e+04 1.2791e+04 1.3302e+04 1.2359e+04 1.3736e+04 1.4400e+04 1.2026e+04 1.3895e+04 1.1147e+04 1.5359e+04 1.1938e+04
38.6629 1.2972e+04 1.0947e+04 1.5381e+04 1.1084e+04 1.5267e+04 1.2717e+04 1.3225e+04 1.2288e+04 1.3656e+04 1.4316e+04 1.1957e+04 1.3813e+04 1.1084e+04 1.5267e+04 1.1870e+04
38.7129 1.2897e+04 1.0885e+04 1.5289e+04 1.1021e+04 1.5177e+04 1.2644e+04 1.3148e+04 1.2216e+04 1.3577e+04 1.4233e+04 1.1888e+04 1.3732e+04 1.1021e+04 1.5177e+04 1.1803e+04
38.7629 1.2822e+04 1.0823e+04 1.5199e+04 1.0958e+04 1.5087e+04 1.2571e+04 1.3071e+04 1.2146e+04 1.3499e+04 1.4150e+04 1.1819e+04 1.3652e+04 1.0958e+04 1.5087e+04 1.1736e+04
38.8129 1.2748e+04 1.0762e+04 1.5109e+04 1.0896e+04 1.4998e+04 1.2499e+04 1.2995e+04 1.2076e+04 1.3420e+04 1.4068e+04 1.1751e+04 1.3572e+04 1.0896e+04 1.4998e+04 1.1669e+04
38.8630 1.2674e+04 1.0701e+04 1.5020e+04 1.0834e+04 1.4909e+04 1.2427e+04 1.2920e+04 1.2006e+04 1.3343e+04 1.3986e+04 1.1683e+04 1.3493e+04 1.0834e+04 1.4909e+04 1.1603e+04
38.9130 1.2601e+04 1.0640e+04 1.4931e+04 1.0773e+04 1.4821e+04 1.2356e+04 1.2845e+04 1.1937e+04 1.3266e+04 1.3905e+04 1.1616e+04 1.3414e+04 1.0773e+04 1.4821e+04 1.1538e+04
38.9630 1.2529e+04 1.0580e+04 1.4843e+04 1.0712e+04 1.4734e+04 1.2285e+04 1.2770e+04 1.1868e+04 1.3190e+04 1.3824e+04 1.1549e+04 1.3336e+04 1.0712e+04 1.4734e+04 1.1473e+04
39.0130 1.2457e+04 1.0520e+04 1.4756e+04 1.0651e+04 1.4647e+04 1.2215e+04 1.2696e+04 1.1800e+04 1.3114e+04 1.3744e+04 1.1483e+04 1.3258e+04 1.0651e+04 1.4647e+04 1.1408e+04
39.0630 1.2385e+04 1.0461e+04 1.4669e+04 1.0591e+04 1.4560e+04 1.2145e+04 1.2623e+04 1.1732e+04 1.3038e+04 1.3664e+04 1.1417e+04 1.3181e+04 1.0591e+04 1.4560e+04 1.1344e+04
39.1130 1.2314e+04 1.0402e+04 1.4583e+04 1.0531e+04 1.4475e+04 1.2075e+04 1.2550e+04 1.1665e+04 1.2963e+04 1.3586e+04 1.1351e+04 1.3104e+04 1.0531e+04 1.4475e+04 1.1280e+04
39.1631 1.2243e+04 1.0343e+04 1.4497e+04 1.0472e+04 1.4390e+04 1.2006e+04 1.2478e+04 1.1598e+04 1.2889e+04 1.3507e+04 1.1286e+04 1.3028e+04 1.0472e+04 1.4390e+04 1.1217e+04
39.2131 1.2173e+04 1.0285e+04 1.4412e+04 1.0413e+04 1.4305e+04 1.1938e+04 1.2406e+04 1.1532e+04 1.2815e+04 1.3429e+04 1.1222e+04 1.2952e+04 1.0413e+04 1.4305e+04 1.1154e+04
39.2631 1.2103e+04 1.0227e+04 1.4328e+04 1.0354e+04 1.4222e+04 1.1870e+04 1.2334e+04 1.1466e+04 1.2741e+04 1.3352e+04 1.1158e+04 1.2877e+04 1.0354e+04 1.4222e+04 1.1091e+04
39.3131 1.2034e+04 1.0169e+04 1.4244e+04 1.0296e+04 1.4138e+04 1.1803e+04 1.2264e+04 1.1400e+04 1.2668e+04 1.3275e+04 1.1094e+04 1.2803e+04 1.0296e+04 1.4138e+04 1.1029e+04
39.3631 1.1965e+04 1.0112e+04 1.4160e+04 1.0238e+04 1.4056e+04 1.1736e+04 1.2193e+04 1.1335e+04 1.2596e+04 1.3198e+04 1.1030e+04 1.2729e+04 1.0238e+04 1.4056e+04 1.0967e+04
39.4131 1.1897e+04 1.0056e+04 1.4078e+04 1.0181e+04 1.3974e+04 1.1669e+04 1.2123e+04 1.1270e+04 1.2524e+04 1.3123e+04 1.0968e+04 1.2655e+04 1.0181e+04 1.3974e+04 1.0906e+04
39.4632 1.1829e+04 9.9993e+03 1.3996e+04 1.0124e+04 1.3892e+04 1.1603e+04 1.2054e+04 1.1206e+04 1.2452e+04 1.3047e+04 1.0905e+04 1.2582e+04 1.0124e+04 1.3892e+04 1.0845e+04
39.5132 1.1762e+04 9.9433e+03 1.3914e+04 1.0067e+04 1.3811e+04 1.1537e+04 1.1984e+04 1.1142e+04 1.2381e+04 1.2973e+04 1.0843e+04 1.2509e+04 1.0067e+04 1.3811e+04 1.0784e+04
39.5632 1.1695e+04 9.8876e+03 1.3833e+04 1.0011e+04 1.3730e+04 1.1472e+04 1.1916e+04 1.1079e+04 1.2311e+04 1.2898e+04 1.0782e+04 1.2437e+04 1.0011e+04 1.3730e+04 1.0724e+04
39.6132 1.1628e+04 9.8325e+03 1.3753e+04 9.9547e+03 1.3650e+04 1.1407e+04 1.1848e+04 1.1016e+04 1.2241e+04 1.2824e+04 1.0720e+04 1.2366e+04 9.9547e+03 1.3650e+04 1.0665e+04
39.6632 1.1562e+04 9.7775e+03 1.3673e+04 9.8991e+03 1.3571e+04 1.1342e+04 1.1780e+04 1.0953e+04 1.2171e+04 1.2751e+04 1.0660e+04 1.2295e+04 9.8991e+03 1.3571e+04 1.0605e+04
39.7132 1.1497e+04 9.7230e+03 1.3593e+04 9.8439e+03 1.3492e+04 1.1278e+04 1.1713e+04 1.0891e+04 1.2102e+04 1.2678e+04 1.0599e+04 1.2224e+04 9.8439e+03 1.3492e+04 1.0546e+04
39.7633 1.1432e+04 9.6688e+03 1.3515e+04 9.7890e+03 1.3414e+04 1.1215e+04 1.1646e+04 1.0830e+04 1.2033e+04 1.2606e+04 1.0539e+04 1.2154e+04 9.7890e+03 1.3414e+04 1.0488e+04
39.8133 1.1367e+04 9.6151e+03 1.3436e+04 9.7345e+03 1.3336e+04 1.1152e+04 1.1580e+04 1.0768e+04 1.1965e+04 1.2534e+04 1.0480e+04 1.2084e+04 9.7345e+03 1.3336e+04 1.0430e+04
39.8633 1.1302e+04 9.5616e+03 1.3358e+04 9.6804e+03 1.3259e+04 1.1089e+04 1.1514e+04 1.0708e+04 1.1897e+04 1.2463e+04 1.0420e+04 1.2015e+04 9.6804e+03 1.3259e+04 1.0372e+04
39.9133 1.1238e+04 9.5085e+03 1.3281e+04 9.6266e+03 1.3182e+04 1.1026e+04 1.1448e+04 1.0647e+04 1.1830e+04 1.2392e+04 1.0362e+04 1.1946e+04 9.6266e+03 1.3182e+04 1.0314e+04
39.9633 1.1175e+04 9.4557e+03 1.3205e+04 9.5732e+03 1.3106e+04 1.0964e+04 1.1383e+04 1.0587e+04 1.1763e+04 1.2322e+04 1.0303e+04 1.1878e+04 9.5732e+03 1.3106e+04 1.0257e+04
40.0133 1.1112e+04 9.4033e+03 1.3128e+04 9.5201e+03 1.3031e+04 1.0903e+04 1.1319e+04 1.0527e+04 1.1697e+04 1.2252e+04 1.0245e+04 1.1810e+04 9.5201e+03 1.3031e+04 1.0200e+04
40.0634 1.1049e+04 9.3512e+03 1.3053e+04 9.4674e+03 1.2956e+04 1.0842e+04 1.1255e+04 1.0468e+04 1.1631e+04 1.2182e+04 1.0188e+04 1.1743e+04 9.4674e+03 1.2956e+04 1.0144e+04
40.1134 1.0987e+04 9.2995e+03 1.2978e+04 9.4150e+03 1.2881e+04 1.0781e+04 1.1191e+04 1.0409e+04 1.1565e+04 1.2113e+04 1.0130e+04 1.1676e+04 9.4150e+03 1.2881e+04 1.0088e+04
40.1634 1.0925e+04 9.2481e+03 1.2903e+04 9.3629e+03 1.2807e+04 1.0721e+04 1.1128e+04 1.0351e+04 1.1500e+04 1.2045e+04 1.0073e+04 1.1610e+04 9.3629e+03 1.2807e+04 1.0033e+04
40.2134 1.0864e+04 9.1970e+03 1.2829e+04 9.3112e+03 1.2733e+04 1.0661e+04 1.1065e+04 1.0292e+04 1.1435e+04 1.1976e+04 1.0017e+04 1.1544e+04 9.3112e+03 1.2733e+04 9.9774e+03
40.2634 1.0803e+04 9.1462e+03 1.2755e+04 9.2598e+03 1.2660e+04 1.0601e+04 1.1002e+04 1.0235e+04 1.1371e+04 1.1909e+04 9.9607e+03 1.1478e+04 9.2598e+03 1.2660e+04 9.9225e+03
40.3134 1.0742e+04 9.0959e+03 1.2682e+04 9.2088e+03 1.2587e+04 1.0542e+04 1.0940e+04 1.0177e+04 1.1307e+04 1.1842e+04 9.9049e+03 1.1413e+04 9.2088e+03 1.2587e+04 9.8680e+03
40.3635 1.0682e+04 9.0457e+03 1.2609e+04 9.1581e+03 1.2515e+04 1.0484e+04 1.0879e+04 1.0120e+04 1.1244e+04 1.1775e+04 9.8495e+03 1.1348e+04 9.1581e+03 1.2515e+04 9.8138e+03
40.4135 1.0622e+04 8.9960e+03 1.2537e+04 9.1077e+03 1.2444e+04 1.0425e+04 1.0818e+04 1.0064e+04 1.1181e+04 1.1709e+04 9.7945e+03 1.1284e+04 9.1077e+03 1.2444e+04 9.7600e+03
40.4635 1.0563e+04 8.9465e+03 1.2466e+04 9.0576e+03 1.2372e+04 1.0367e+04 1.0757e+04 1.0008e+04 1.1118e+04 1.1643e+04 9.7398e+03 1.1220e+04 9.0576e+03 1.2372e+04 9.7065e+03
40.5135 1.0504e+04 8.8974e+03 1.2394e+04 9.0079e+03 1.2302e+04 1.0310e+04 1.0696e+04 9.9517e+03 1.1056e+04 1.1577e+04 9.6855e+03 1.1157e+04 9.0079e+03 1.2302e+04 9.6534e+03
40.5635 1.0445e+04 8.8486e+03 1.2324e+04 8.9585e+03 1.2232e+04 1.0252e+04 1.0636e+04 9.8962e+03 1.0994e+04 1.1512e+04 9.6315e+03 1.1094e+04 8.9585e+03 1.2232e+04 9.6005e+03
40.6135 1.0387e+04 8.8001e+03 1.2254e+04 8.9094e+03 1.2162e+04 1.0196e+04 1.0577e+04 9.8410e+03 1.0933e+04 1.1448e+04 9.5779e+03 1.1031e+04 8.9094e+03 1.2162e+04 9.5481e+03
